19500812,-999
19500812,-999
19500812,-999
19500812,-999
19500813,-999
19500813,-999
19500813,-999
19500813,997
19500814,995
19500814,-999
19500814,995
19500814,989
19500815,-999
19500815,-999
19500815,987
19500815,-999
19500816,-999
19500816,-999
19500816,980
19500816,-999
19500817,-999
19500817,-999
19500817,962
19500817,-999
19500818,-999
19500818,-999
19500818,958
19500818,-999
19500818,-999
19500818,-999
19500819,-999
19500819,-999
19500819,953
19500819,-999
19500819,-999
19500819,-999
19500819,-999
19500819,-999
19500820,-999
19500820,-999
19500820,-999
19500820,-999
19500820,-999
19500820,-999
19500820,-999
19500820,-999
19500821,-999
19500821,-999
19500821,-999
19500821,-999
19500821,-999
19500821,-999
19500821,-999
19500821,990
19500821,987
19500821,-999
19500821,-999
19500822,-999
19500822,-999
19500822,-999
19500822,-999
19500822,-999
19500822,-999
19500822,-999
19500822,1003
19500822,-999
19500822,-999
19500822,-999
19500822,-999
19500823,-999
19500823,-999
19500823,-999
19500823,-999
19500823,-999
19500823,-999
19500823,-999
19500823,-999
19500823,-999
19500823,-999
19500823,-999
19500823,-999
19500824,-999
19500824,-999
19500824,-999
19500824,-999
19500824,-999
19500824,-999
19500824,-999
19500824,-999
19500824,-999
19500824,-999
19500825,-999
19500825,-999
19500825,-999
19500825,-999
19500825,-999
19500825,-999
19500825,-999
19500825,-999
19500826,-999
19500826,-999
19500826,-999
19500826,-999
19500826,-999
19500826,-999
19500826,-999
19500826,-999
19500827,-999
19500827,-999
19500827,-999
19500827,996
19500827,-999
19500827,-999
19500827,-999
19500827,-999
19500828,-999
19500828,-999
19500828,998
19500828,996
19500828,-999
19500828,-999
19500828,-999
19500828,-999
19500829,-999
19500829,-999
19500829,-999
19500829,-999
19500829,-999
19500829,-999
19500829,974
19500829,-999
19500830,-999
19500830,-999
19500830,-999
19500830,-999
19500830,-999
19500830,-999
19500830,-999
19500830,-999
19500830,-999
19500831,979
19500831,979
19500831,-999
19500831,-999
19500831,-999
19500831,-999
19500831,-999
19500831,-999
19500831,-999
19500831,-999
19500831,-999
19500831,-999
19500831,953
19500831,-999
19500901,-999
19500901,-999
19500901,-999
19500901,-999
19500901,-999
19500901,-999
19500901,-999
19500901,-999
19500901,-999
19500901,-999
19500901,-999
19500901,-999
19500901,-999
19500901,-999
19500901,-999
19500902,-999
19500902,-999
19500902,-999
19500902,980
19500902,-999
19500902,-999
19500902,962
19500902,-999
19500902,-999
19500902,-999
19500902,996
19500902,995
19500903,-999
19500903,-999
19500903,-999
19500903,-999
19500903,-999
19500903,-999
19500903,-999
19500903,-999
19500903,-999
19500903,-999
19500903,-999
19500903,-999
19500903,980
19500903,980
19500904,-999
19500904,-999
19500904,-999
19500904,-999
19500904,-999
19500904,-999
19500904,-999
19500904,-999
19500904,-999
19500904,-999
19500904,973
19500904,973
19500905,-999
19500905,-999
19500905,-999
19500905,-999
19500905,-999
19500905,-999
19500905,-999
19500905,-999
19500905,-999
19500905,-999
19500905,960
19500905,960
19500906,-999
19500906,-999
19500906,-999
19500906,-999
19500906,-999
19500906,-999
19500906,-999
19500906,-999
19500906,-999
19500907,-999
19500907,-999
19500907,-999
19500907,972
19500907,-999
19500907,-999
19500907,-999
19500907,-999
19500908,-999
19500908,-999
19500908,-999
19500908,-999
19500908,-999
19500908,-999
19500908,-999
19500908,-999
19500908,-999
19500908,-999
19500908,-999
19500909,-999
19500909,-999
19500909,-999
19500909,987
19500909,-999
19500909,-999
19500909,-999
19500909,-999
19500909,-999
19500909,-999
19500909,-999
19500909,-999
19500910,-999
19500910,-999
19500910,986
19500910,986
19500910,-999
19500910,-999
19500910,-999
19500910,995
19500911,982
19500911,978
19500911,974
19500911,972
19500911,-999
19500911,-999
19500911,-999
19500911,986
19500912,-999
19500912,-999
19500912,979
19500912,-999
19500912,-999
19500912,-999
19500912,-999
19500912,977
19500913,-999
19500913,-999
19500913,-999
19500913,-999
19500913,-999
19500913,-999
19500913,-999
19500913,-999
19500914,-999
19500914,-999
19500914,-999
19500914,-999
19500914,-999
19500914,-999
19500914,-999
19500914,-999
19500915,-999
19500915,-999
19500915,-999
19500915,-999
19500915,-999
19500915,-999
19500915,946
19500915,-999
19500916,-999
19500916,-999
19500916,-999
19500916,-999
19500916,-999
19500916,-999
19500916,-999
19500916,-999
19500917,-999
19500917,-999
19500917,-999
19500917,-999
19500917,-999
19500917,-999
19500917,-999
19500918,-999
19500927,-999
19500927,-999
19500927,-999
19500928,-999
19500928,-999
19500928,-999
19500928,-999
19500929,-999
19500929,-999
19500929,-999
19500929,-999
19500930,-999
19500930,-999
19500930,-999
19500930,-999
19501001,-999
